-10,26,38,46,-41,33,28,-61,20
-69,0,83,-29,15,-50,45,-44,20
1,36,71,83,9,-65,-63,-44,20
62,-44,57,-46,78,-27,-55,-45,20
21,-5,-27,60,15,9,76,-39,20
